Date,Season,Div,HomeTeam,AwayTeam,y,model_p_H,model_p_D,model_p_A,model_mondrian_size_a10,model_mondrian_mask_a10,model_mondrian_size_a20,model_mondrian_mask_a20,model_mondrian_size_a30,model_mondrian_mask_a30,market_p_H,market_p_D,market_p_A,market_mondrian_size_a10,market_mondrian_mask_a10,market_mondrian_size_a20,market_mondrian_mask_a20,market_mondrian_size_a30,market_mondrian_mask_a30
2025-10-24,2025,I1,Milan,Pisa,1,0.6956150531768799,0.1607578694820404,0.1436270773410797,2,HD,1,H,1,H,0.7282229965156796,0.17212543554006965,0.09965156794425083,1,H,1,H,1,H
2025-10-25,2025,SP1,Ath Bilbao,Getafe,2,0.582949697971344,0.255752831697464,0.16129747033119202,2,HD,2,HD,2,HD,0.572597137014315,0.26993865030674846,0.15746421267893662,2,HD,2,HD,2,HD
2025-10-25,2025,D1,Dortmund,FC Koln,0,0.7578463384990467,0.15554557393016874,0.08660808757078452,2,HD,1,H,1,H,0.6942607775720708,0.1798466014281936,0.1258926209997355,1,H,1,H,1,H
2025-10-25,2025,D1,M'gladbach,Bayern Munich,2,0.12171810139905802,0.09815972458364221,0.7801221740172998,1,A,1,A,1,A,0.08629749393694422,0.13561034761519802,0.7780921584478578,1,A,1,A,1,A
2025-10-25,2025,E0,Chelsea,Sunderland,2,0.7682581119595046,0.14492965068510885,0.08681223735538655,1,H,1,H,1,H,0.6538661131292165,0.21069019200830302,0.13544369486248053,2,HD,1,H,1,H
2025-10-25,2025,D1,Hamburg,Wolfsburg,2,0.399055850477691,0.3063018711299262,0.29464227839238283,3,HDA,3,HDA,2,DA,0.4308880308880309,0.2633204633204634,0.3057915057915058,3,HDA,3,HDA,2,DA
2025-10-25,2025,D1,Ein Frankfurt,St Pauli,0,0.6106898188591003,0.19393602013587952,0.19537416100502014,3,HDA,2,HD,1,H,0.5813953488372094,0.20930232558139533,0.20930232558139533,3,HDA,1,H,1,H
2025-10-25,2025,D1,Augsburg,RB Leipzig,2,0.327821413511676,0.27733404270810014,0.3948445437802238,3,HDA,2,DA,2,DA,0.2938513768389287,0.2474537910222557,0.4586948321388156,2,DA,2,DA,2,DA
2025-10-25,2025,E0,Newcastle,Fulham,0,0.5751141734387227,0.2799993669986913,0.14488645956258597,2,HD,2,HD,2,HD,0.5993390110588536,0.23388839455955257,0.16677259438159395,2,HD,2,HD,1,H
2025-10-25,2025,E0,Brentford,Liverpool,0,0.2151292328575025,0.2525903657850732,0.5322804013574243,2,DA,2,DA,2,DA,0.24353727916957782,0.23744884719033832,0.5190138736400839,2,DA,2,DA,1,A
2025-10-25,2025,SP1,Valencia,Villarreal,2,0.20965127887420185,0.33863372572459427,0.4517149954012039,2,DA,2,DA,2,DA,0.2662337662337662,0.2662337662337662,0.4675324675324676,2,DA,2,DA,2,DA
2025-10-25,2025,E0,Man United,Brighton,0,0.49082922204093304,0.22310156787780572,0.28606921008126124,3,HDA,3,HDA,3,HDA,0.4792284866468844,0.24591988130563797,0.27485163204747776,3,HDA,3,HDA,2,HD
2025-10-25,2025,D1,Hoffenheim,Heidenheim,0,0.5961106089999054,0.24111826305620057,0.16277112794389403,2,HD,2,HD,2,HD,0.5972727631008526,0.22070125195412565,0.18202598494502173,2,HD,1,H,1,H
2025-10-25,2025,SP1,Espanol,Elche,0,0.48779905569253945,0.2949009879663734,0.21729995634108717,3,HDA,2,HD,2,HD,0.4748201438848921,0.2877697841726619,0.237410071942446,3,HDA,3,HDA,2,HD
2025-10-25,2025,I1,Parma,Como,1,0.19354090671363194,0.34265784450345765,0.46380124878291035,2,DA,2,DA,2,DA,0.2121366649668536,0.2983171851096379,0.4895461499235085,2,DA,2,DA,2,DA
2025-10-25,2025,I1,Napoli,Inter,0,0.27934550822756427,0.20456446402423883,0.5160900277481969,2,DA,2,DA,1,A,0.2658610271903323,0.2990936555891239,0.4350453172205438,2,DA,2,DA,2,DA
2025-10-25,2025,I1,Udinese,Lecce,0,0.5273150487354369,0.27010084568853104,0.20258410557603207,3,HDA,2,HD,2,HD,0.48954614992350853,0.29831718510963795,0.21213666496685363,3,HDA,2,HD,2,HD
2025-10-25,2025,F1,Brest,Paris SG,2,0.1314088909957807,0.15495599008899882,0.7136351189152205,2,DA,1,A,1,A,0.12495729415784071,0.17039631021523743,0.7046463956269219,1,A,1,A,1,A
2025-10-25,2025,F1,Monaco,Toulouse,0,0.44273781435119,0.326098878747158,0.23116330690165204,3,HDA,3,HDA,1,D,0.4308880308880309,0.2633204633204634,0.3057915057915058,3,HDA,3,HDA,2,DA
2025-10-25,2025,F1,Lens,Marseille,0,0.2969149351119995,0.26687103509902954,0.43621402978897095,2,DA,2,DA,2,DA,0.38162544169611307,0.26501766784452296,0.35335689045936397,3,HDA,2,DA,2,DA
2025-10-25,2025,SP1,Girona,Oviedo,1,0.5213872194290161,0.26720646023750305,0.21140632033348083,3,HDA,2,HD,2,HD,0.5524619634322796,0.2654886657605121,0.1820493708072083,2,HD,2,HD,2,HD
2025-10-25,2025,I1,Cremonese,Atalanta,1,0.15721280085501674,0.23327663093551834,0.6095105682094649,2,DA,2,DA,2,DA,0.13507559827776103,0.19905877640933212,0.6658656253129069,2,DA,1,A,1,A
2025-10-26,2025,E0,Aston Villa,Man City,0,0.24434513581827688,0.23397562605069952,0.5216792381310236,2,DA,2,DA,2,DA,0.2264963612060003,0.2536759245507203,0.5198277142432793,2,DA,2,DA,2,DA
2025-10-26,2025,E0,Arsenal,Crystal Palace,0,0.6391513157143797,0.17192075634238851,0.18892792794323182,3,HDA,1,H,1,H,0.6903693476009666,0.1905419399378667,0.1190887124611667,1,H,1,H,1,H
2025-10-26,2025,D1,Leverkusen,Freiburg,0,0.4894946138334847,0.27130223533372144,0.2392031508327939,3,HDA,3,HDA,2,HD,0.47349177330895803,0.25594149908592323,0.27056672760511885,3,HDA,3,HDA,2,HD
2025-10-26,2025,SP1,Mallorca,Levante,1,0.42871409229720187,0.29273711399657215,0.278548793706226,3,HDA,3,HDA,1,D,0.48226950354609927,0.276595744680851,0.24113475177304963,3,HDA,3,HDA,2,HD
2025-10-26,2025,SP1,Vallecano,Alaves,0,0.40354295362404125,0.2682782331622173,0.32817881321374137,3,HDA,3,HDA,2,DA,0.4210526315789474,0.3157894736842105,0.2631578947368421,3,HDA,3,HDA,1,D
2025-10-26,2025,SP1,Osasuna,Celta,2,0.4418575632018577,0.2702054598866266,0.2879369769115157,3,HDA,3,HDA,2,DA,0.4050632911392405,0.2974683544303798,0.2974683544303798,3,HDA,3,HDA,2,DA
2025-10-26,2025,E0,Everton,Tottenham,2,0.5336283763425574,0.22949588176583538,0.23687574189160715,3,HDA,3,HDA,2,HD,0.4337464251668255,0.2726406101048618,0.2936129647283127,3,HDA,3,HDA,3,HDA
2025-10-26,2025,E0,Bournemouth,Nott'm Forest,0,0.42305321762124354,0.2673094054254712,0.30963737695328525,3,HDA,3,HDA,2,DA,0.4787234042553192,0.2553191489361702,0.2659574468085107,3,HDA,3,HDA,2,HD
2025-10-26,2025,SP1,Real Madrid,Barcelona,0,0.5384886941088541,0.27413636854494167,0.18737493734620417,3,HDA,2,HD,2,HD,0.517875474669351,0.2188711590403955,0.2632533662902535,3,HDA,2,HA,1,H
2025-10-26,2025,E0,Wolves,Burnley,2,0.4694187957394841,0.29025010524689526,0.24033109901362068,3,HDA,3,HDA,2,HD,0.49507489008152494,0.2865433454714282,0.21838176444704682,3,HDA,2,HD,2,HD
2025-10-26,2025,F1,Auxerre,Le Havre,2,0.456669238607242,0.2834317555088851,0.2598990058838729,3,HDA,3,HDA,2,HD,0.4485336400230017,0.2898217366302473,0.261644623346751,3,HDA,3,HDA,2,HD
2025-10-26,2025,F1,Angers,Lorient,0,0.304791232800745,0.22202503019496708,0.47318373700428795,3,HDA,2,DA,2,DA,0.34496919917864477,0.31622176591375767,0.33880903490759756,3,HDA,2,DA,2,DA
2025-10-26,2025,I1,Fiorentina,Bologna,1,0.3817892556849344,0.27988707185128114,0.3383236724637844,3,HDA,2,DA,2,DA,0.339622641509434,0.330188679245283,0.330188679245283,3,HDA,2,DA,2,DA
2025-10-26,2025,I1,Verona,Cagliari,1,0.5604861462188683,0.21608332121496382,0.2234305325661679,3,HDA,2,HD,1,H,0.4855025490986178,0.29585311585697016,0.21864433504441216,3,HDA,2,HD,2,HD
2025-10-26,2025,I1,Sassuolo,Roma,2,0.23029677913035124,0.26439375079264865,0.5053094700770001,2,DA,2,DA,2,DA,0.22783505154639172,0.28144329896907216,0.49072164948453617,2,DA,2,DA,2,DA
2025-10-26,2025,I1,Lazio,Juventus,0,0.19991543292621222,0.3152102670912564,0.48487429998253134,2,DA,2,DA,2,DA,0.2713955281418658,0.2968388589051658,0.4317656129529684,2,DA,2,DA,2,DA
2025-10-26,2025,F1,Lille,Metz,0,0.7074429007602603,0.16678362091730894,0.1257734783224308,2,HD,1,H,1,H,0.7700592353257945,0.14453419493807212,0.08540656973613352,1,H,1,H,1,H
2025-10-26,2025,F1,Lyon,Strasbourg,0,0.4548541443006439,0.27636135448102217,0.26878450121833386,3,HDA,3,HDA,2,HD,0.49533204157125243,0.25569843227056543,0.24896952615818213,3,HDA,3,HDA,2,HD
2025-10-26,2025,I1,Torino,Genoa,0,0.2982056020620824,0.3821802367079399,0.31961416122997766,2,DA,2,DA,2,DA,0.3839448694546424,0.3266197674180118,0.2894353631273458,3,HDA,2,DA,2,DA
2025-10-26,2025,F1,Rennes,Nice,2,0.4283468595639807,0.2748006500363156,0.2968524903997037,3,HDA,3,HDA,2,DA,0.4770773638968482,0.2578796561604584,0.2650429799426935,3,HDA,3,HDA,2,HD
2025-10-26,2025,D1,Stuttgart,Mainz,0,0.39084911346435547,0.307519793510437,0.3016310930252075,3,HDA,2,DA,2,DA,0.44736842105263164,0.27631578947368424,0.27631578947368424,3,HDA,3,HDA,2,HD
2025-10-27,2025,SP1,Betis,Ath Madrid,2,0.31531471014022827,0.26186850666999817,0.42281678318977356,3,HDA,2,DA,2,DA,0.29068083051665866,0.26991791405118304,0.4394012554321584,2,DA,2,DA,2,DA
2025-10-28,2025,I1,Lecce,Napoli,2,0.1277230771903808,0.1981740505319513,0.6741028722776679,2,DA,2,DA,1,A,0.1569767441860465,0.2616279069767442,0.5813953488372093,2,DA,2,DA,2,DA
2025-10-28,2025,I1,Atalanta,Milan,1,0.368547965033413,0.2824027156113769,0.3490493193552101,3,HDA,2,DA,2,DA,0.3710121292426868,0.2911018244827235,0.3378860462745897,3,HDA,2,DA,2,DA
2025-10-29,2025,F1,Toulouse,Rennes,1,0.4747051384431807,0.24764073278125825,0.27765412877556106,3,HDA,3,HDA,2,HD,0.4866595517609392,0.263607257203842,0.2497331910352187,3,HDA,3,HDA,2,HD
2025-10-29,2025,I1,Bologna,Torino,1,0.4948581085375233,0.28234874781446534,0.22279314364801134,3,HDA,2,HD,2,HD,0.5352112676056339,0.2676056338028169,0.1971830985915493,3,HDA,2,HD,2,HD
2025-10-29,2025,F1,Marseille,Angers,1,0.7538783550262451,0.13990555703639984,0.10621608793735504,1,H,1,H,1,H,0.759124087591241,0.145985401459854,0.0948905109489051,1,H,1,H,1,H
2025-10-29,2025,I1,Inter,Fiorentina,0,0.711447163415391,0.187242205726157,0.10131063085845193,2,HD,2,HD,1,H,0.6983240223463688,0.18994413407821226,0.11173184357541895,1,H,1,H,1,H
2025-10-29,2025,F1,Le Havre,Brest,0,0.35147170117666116,0.32103864425190426,0.3274896545714346,3,HDA,2,DA,2,DA,0.32580418714126447,0.31494404756988886,0.35925176528884667,3,HDA,2,DA,2,DA
2025-10-29,2025,I1,Genoa,Cremonese,2,0.5645116651730487,0.2335044031367362,0.20198393169021506,3,HDA,2,HD,2,HD,0.5483028720626633,0.2710182767624021,0.1806788511749347,2,HD,2,HD,2,HD
2025-10-29,2025,I1,Roma,Parma,0,0.6339659501920357,0.22926441641853998,0.13676963338942427,2,HD,2,HD,2,HD,0.6395533027086964,0.2490891810549659,0.1113575162363377,2,HD,2,HD,2,HD
2025-10-29,2025,F1,Lorient,Paris SG,1,0.11242028577075047,0.16175939504264433,0.7258203191866052,2,DA,1,A,1,A,0.0948905109489051,0.145985401459854,0.759124087591241,1,A,1,A,1,A
2025-10-29,2025,I1,Como,Verona,0,0.4092086018503994,0.4599117407189569,0.1308796574306437,2,HD,2,HD,1,D,0.6023352072650894,0.2521776734416507,0.14548711929326005,2,HD,2,HD,2,HD
2025-10-29,2025,F1,Metz,Lens,0,0.1262924075126648,0.42892733216285706,0.44478026032447815,2,DA,2,DA,2,DA,0.17023852766678774,0.19711829519312263,0.6326431771400897,1,A,1,A,1,A
2025-10-29,2025,I1,Juventus,Udinese,0,0.6864707163063861,0.20792972112016136,0.10559956257345247,2,HD,2,HD,1,H,0.6538661131292165,0.21069019200830302,0.13544369486248053,2,HD,1,H,1,H
2025-10-29,2025,F1,Nice,Lille,0,0.22023895711062785,0.18906726224820708,0.5906937806411651,2,DA,2,DA,1,A,0.24342105263157895,0.24342105263157895,0.5131578947368421,2,DA,2,DA,2,DA
2025-10-29,2025,F1,Strasbourg,Auxerre,0,0.5865767772965663,0.21477349742572002,0.19864972527771368,3,HDA,2,HD,1,H,0.5652658981033842,0.2359985124581628,0.1987355894384529,3,HDA,2,HD,1,H
2025-10-29,2025,F1,Nantes,Monaco,2,0.27093052056638833,0.26282357386280375,0.46624590557080786,2,DA,2,DA,2,DA,0.209553158705701,0.2357473035439137,0.5546995377503853,2,DA,2,DA,1,A
2025-10-29,2025,F1,Paris FC,Lyon,1,0.38871753215789795,0.2621045708656311,0.34917789697647095,3,HDA,2,DA,2,DA,0.3465346534653465,0.2722772277227723,0.3811881188118812,3,HDA,2,DA,2,DA
2025-10-30,2025,I1,Cagliari,Sassuolo,2,0.4125293020167739,0.2972639291663149,0.29020676881691126,3,HDA,3,HDA,2,DA,0.35872215563912885,0.30433524817126084,0.33694259618961026,3,HDA,2,DA,2,DA
2025-10-30,2025,I1,Pisa,Lazio,1,0.2616490501656845,0.3623728264085301,0.3759781234257854,2,DA,2,DA,2,DA,0.2430011198208287,0.3057110862262038,0.4512877939529675,2,DA,2,DA,2,DA
2025-10-31,2025,SP1,Getafe,Girona,0,0.44332173128853625,0.322642733016177,0.23403553569528673,3,HDA,3,HDA,1,D,0.4554079696394688,0.3111954459203036,0.23339658444022768,3,HDA,3,HDA,2,HD
2025-10-31,2025,D1,Augsburg,Dortmund,2,0.12898970563755754,0.20243253398988245,0.66857776037256,2,DA,2,DA,1,A,0.17858520814762582,0.21652940941686732,0.6048853824355069,2,DA,1,A,1,A
2025-11-01,2025,E0,Nott'm Forest,Man United,1,0.3127853274345398,0.3141949772834778,0.3730196952819824,3,HDA,2,DA,2,DA,0.303768557289684,0.2478111914731633,0.4484202512371526,3,HDA,2,DA,2,DA
2025-11-01,2025,E0,Crystal Palace,Brentford,0,0.436409824544045,0.35299783419075853,0.2105923412651965,3,HDA,2,HD,1,D,0.4569015166058745,0.27548473795354195,0.26761374544058353,3,HDA,3,HDA,2,HD
2025-11-01,2025,E0,Brighton,Leeds,0,0.48165735602378845,0.2833888530731201,0.23495379090309143,3,HDA,3,HDA,2,HD,0.4949762030671602,0.2626123744050767,0.2424114225277631,3,HDA,3,HDA,2,HD
2025-11-01,2025,SP1,Villarreal,Vallecano,0,0.574587345123291,0.2313062995672226,0.1941063553094864,3,HDA,2,HD,2,HD,0.540711462450593,0.2490118577075099,0.2102766798418972,3,HDA,2,HD,2,HD
2025-11-01,2025,SP1,Ath Madrid,Sevilla,0,0.769114048439486,0.12125327731470475,0.10963267424580923,1,H,1,H,1,H,0.6835147045597627,0.19857900890367833,0.11790628653655902,2,HD,1,H,1,H
2025-11-01,2025,SP1,Sociedad,Ath Bilbao,0,0.394038587808609,0.2805408239364624,0.3254205882549286,3,HDA,2,DA,2,DA,0.3486100676183321,0.3245679939894816,0.3268219383921863,3,HDA,2,DA,2,DA
2025-11-01,2025,E0,Liverpool,Aston Villa,0,0.6854371632765878,0.1611411172491645,0.15342171947424768,2,HD,1,H,1,H,0.5645371577574968,0.2177314211212516,0.2177314211212516,3,HDA,1,H,1,H
2025-11-01,2025,E0,Tottenham,Chelsea,2,0.29693682212014066,0.2111554019954561,0.4919077758844032,2,DA,2,DA,1,A,0.30642023346303504,0.27140077821011677,0.42217898832684825,3,HDA,2,DA,2,DA
2025-11-01,2025,E0,Fulham,Wolves,0,0.5762854132609753,0.2647552450782769,0.1589593416607478,2,HD,2,HD,2,HD,0.543564639689755,0.2474649543850726,0.2089704059251724,3,HDA,2,HD,2,HD
2025-11-01,2025,E0,Burnley,Arsenal,2,0.08091552073266979,0.13845638105533237,0.7806280982119979,1,A,1,A,1,A,0.07280278798873341,0.15142979901656564,0.775767412994701,1,A,1,A,1,A
2025-11-01,2025,D1,Bayern Munich,Leverkusen,0,0.6254956898878424,0.26991970517279695,0.10458460493936059,2,HD,2,HD,2,HD,0.759124087591241,0.145985401459854,0.0948905109489051,1,H,1,H,1,H
2025-11-01,2025,SP1,Real Madrid,Valencia,0,0.8112911461101302,0.11553539163566542,0.07317346225420442,1,H,1,H,1,H,0.8267477203647418,0.11781155015197561,0.05544072948328261,1,H,1,H,1,H
2025-11-01,2025,F1,Auxerre,Marseille,2,0.16123750805854797,0.2690702974796295,0.5696921944618225,2,DA,2,DA,2,DA,0.1809859255351006,0.2500463444892837,0.5689677299756157,2,DA,2,DA,2,DA
2025-11-01,2025,D1,St Pauli,M'gladbach,2,0.3245374858379364,0.39686328172683716,0.27859923243522644,3,HDA,2,DA,1,D,0.4134954884268341,0.2797175362887407,0.3067869752844253,3,HDA,3,HDA,2,DA
2025-11-01,2025,F1,Monaco,Paris FC,2,0.6232972648248484,0.19414493152283235,0.18255780365231924,3,HDA,2,HD,1,H,0.5563679750359471,0.22519656132407373,0.21843546363997912,3,HDA,1,H,1,H
2025-11-01,2025,D1,Mainz,Werder Bremen,1,0.4759236417986048,0.2706762930952398,0.2534000651061554,3,HDA,3,HDA,2,HD,0.5064935064935066,0.2532467532467533,0.24025974025974034,3,HDA,3,HDA,2,HD
2025-11-01,2025,D1,RB Leipzig,Stuttgart,0,0.4132819114136411,0.34522899470882124,0.24148909387753764,3,HDA,3,HDA,1,D,0.45479653839071993,0.2513349291106611,0.29386853249861905,3,HDA,3,HDA,3,HDA
2025-11-01,2025,I1,Cremonese,Juventus,2,0.1328898539079704,0.17345226069468647,0.6936578853973431,2,DA,1,A,1,A,0.15660036166365282,0.21699819168173592,0.6264014466546113,2,DA,1,A,1,A
2025-11-01,2025,D1,Heidenheim,Ein Frankfurt,1,0.16798429441428622,0.3107628868633939,0.5212528187223199,2,DA,2,DA,2,DA,0.2337662337662338,0.2337662337662338,0.5324675324675325,2,DA,2,DA,1,A
2025-11-01,2025,D1,Union Berlin,Freiburg,1,0.40166147957214593,0.3150745520040126,0.2832639684238415,3,HDA,3,HDA,1,D,0.36482084690553745,0.29641693811074915,0.33876221498371334,3,HDA,2,DA,2,DA
2025-11-01,2025,F1,Paris SG,Nice,0,0.8158368042792556,0.11563841395475792,0.06852478176598643,1,H,1,H,1,H,0.8168266285480908,0.11946089442515821,0.06371247702675101,1,H,1,H,1,H
2025-11-01,2025,I1,Napoli,Como,1,0.620151730471027,0.22112170363418593,0.15872656589478704,2,HD,2,HD,2,HD,0.4947263544851755,0.29528979283333906,0.20998385268148556,3,HDA,2,HD,2,HD
2025-11-01,2025,I1,Udinese,Atalanta,0,0.1354641169309616,0.19692786037921906,0.6676080226898193,2,DA,2,DA,1,A,0.1883309591642925,0.2478038936372269,0.5638651471984806,2,DA,2,DA,2,DA
2025-11-02,2025,F1,Lens,Lorient,0,0.6830869963995143,0.2229988293573173,0.09391417424316834,2,HD,2,HD,2,HD,0.6038755619308649,0.2312401542027946,0.1648842838663405,2,HD,2,HD,1,H
2025-11-02,2025,E0,West Ham,Newcastle,0,0.24042102279161018,0.27491278685239495,0.48466619035599484,2,DA,2,DA,2,DA,0.19961114711600772,0.22575070209548492,0.5746381507885074,2,DA,2,DA,1,A
2025-11-02,2025,E0,Man City,Bournemouth,0,0.7764552293453755,0.11598050680742045,0.10756426384720402,1,H,1,H,1,H,0.6725595695618756,0.19100691775557266,0.13643351268255183,1,H,1,H,1,H
2025-11-02,2025,D1,FC Koln,Hamburg,0,0.40152472257614136,0.2563619315624237,0.34211334586143494,3,HDA,3,HDA,2,DA,0.3891702376314765,0.25769380599922087,0.35313595636930273,3,HDA,2,DA,2,DA
2025-11-02,2025,D1,Wolfsburg,Hoffenheim,2,0.3770866281662396,0.2763610995900303,0.3465522722437301,3,HDA,2,DA,2,DA,0.33849728892331526,0.24941905499612704,0.4120836560805578,3,HDA,2,DA,2,DA
2025-11-02,2025,I1,Fiorentina,Lecce,2,0.5427825693539934,0.31056435304422764,0.146653077601779,2,HD,2,HD,2,HD,0.5571635311143271,0.27062228654124454,0.17221418234442834,2,HD,2,HD,2,HD
2025-11-02,2025,F1,Rennes,Strasbourg,0,0.3763309419155121,0.29793140292167664,0.3257376551628113,3,HDA,2,DA,2,DA,0.3507014028056112,0.2705410821643286,0.3787575150300601,3,HDA,2,DA,2,DA
2025-11-02,2025,SP1,Barcelona,Elche,0,0.6241889595985413,0.22328011691570282,0.15253092348575592,2,HD,2,HD,2,HD,0.8012162051113486,0.12605801627085214,0.07272577861779932,1,H,1,H,1,H
2025-11-02,2025,F1,Lille,Angers,0,0.7626588883797907,0.13314357300740798,0.10419753861280129,1,H,1,H,1,H,0.6997667444185273,0.1812729090303232,0.1189603465511496,1,H,1,H,1,H
2025-11-02,2025,I1,Torino,Pisa,1,0.5383145809173584,0.2800261676311493,0.1816592514514923,3,HDA,2,HD,2,HD,0.5156683855612852,0.29353431178103934,0.19079730265767553,3,HDA,2,HD,2,HD
2025-11-02,2025,F1,Toulouse,Le Havre,1,0.5637006247595046,0.2451648450667388,0.19113453017375664,3,HDA,2,HD,2,HD,0.556783031374282,0.2629253203711887,0.1802916482545293,2,HD,2,HD,2,HD
2025-11-02,2025,F1,Brest,Lyon,1,0.2668524980545044,0.28755056858062744,0.44559693336486816,2,DA,2,DA,2,DA,0.288135593220339,0.2796610169491525,0.4322033898305084,2,DA,2,DA,2,DA
2025-11-02,2025,I1,Parma,Bologna,2,0.20449296825389612,0.2703613300567667,0.5251457016893372,2,DA,2,DA,2,DA,0.1992337164750958,0.3154533844189017,0.4853128991060026,2,DA,2,DA,2,DA
2025-11-02,2025,I1,Milan,Roma,0,0.46113935112953186,0.24092859029769897,0.29793205857276917,3,HDA,3,HDA,3,HDA,0.4072069160539711,0.3251999676819907,0.2675931162640381,3,HDA,3,HDA,1,D
2025-11-02,2025,SP1,Betis,Mallorca,0,0.6403316664596895,0.23264805279230913,0.1270202807480013,2,HD,2,HD,2,HD,0.6057427559984266,0.2235479218565622,0.1707093221450111,2,HD,1,H,1,H
2025-11-02,2025,I1,Verona,Inter,2,0.12126555496757231,0.11741585504639797,0.7613185899860297,1,A,1,A,1,A,0.11789181692094312,0.18862690707350904,0.6934812760055479,1,A,1,A,1,A
2025-11-02,2025,SP1,Levante,Celta,2,0.3085036185829753,0.2560898883315954,0.4354064930854293,3,HDA,2,DA,2,DA,0.3095099748208406,0.2822002711601782,0.4082897540189812,3,HDA,2,DA,2,DA
2025-11-02,2025,SP1,Alaves,Espanol,0,0.37463614344596863,0.317875474691391,0.3074883818626404,3,HDA,2,DA,2,DA,0.39616613418530355,0.30670926517571884,0.29712460063897767,3,HDA,3,HDA,2,DA
2025-11-02,2025,F1,Nantes,Metz,2,0.45604883265349766,0.33919911565783273,0.20475205168866958,3,HDA,2,HD,2,HD,0.4505119453924914,0.2627986348122867,0.2866894197952219,3,HDA,3,HDA,2,HD
2025-11-03,2025,E0,Sunderland,Everton,1,0.31178218126296997,0.2809290289878845,0.4072887897491455,3,HDA,2,DA,2,DA,0.2829028290282903,0.3111931119311192,0.4059040590405904,2,DA,2,DA,2,DA
2025-11-03,2025,I1,Sassuolo,Genoa,2,0.33669268081508036,0.3475889459970908,0.31571837318782886,3,HDA,2,DA,2,DA,0.3618968386023294,0.324459234608985,0.3136439267886855,3,HDA,2,DA,2,DA
2025-11-03,2025,I1,Lazio,Cagliari,0,0.5865565363598902,0.2622594457191394,0.1511840179209704,2,HD,2,HD,2,HD,0.5813953488372093,0.26162790697674426,0.15697674418604643,2,HD,2,HD,2,HD
2025-11-03,2025,SP1,Oviedo,Osasuna,1,0.30370354652404785,0.31920358538627625,0.3770928680896759,2,DA,2,DA,2,DA,0.2971246006389776,0.3067092651757188,0.3961661341853035,2,DA,2,DA,2,DA
2025-11-07,2025,SP1,Elche,Sociedad,1,0.3055560886859894,0.28060755133628845,0.41383635997772217,3,HDA,2,DA,2,DA,0.30625,0.30625,0.3875,3,HDA,2,DA,2,DA
2025-11-07,2025,D1,Werder Bremen,Wolfsburg,0,0.45357903838157654,0.24137726426124573,0.30504369735717773,3,HDA,3,HDA,2,DA,0.43653432427146494,0.26070799921768045,0.30275767651085467,3,HDA,3,HDA,3,HDA
2025-11-07,2025,I1,Pisa,Cremonese,0,0.45269940934480996,0.26890074405369924,0.27839984660149075,3,HDA,3,HDA,1,D,0.4134954884268341,0.3067869752844253,0.27971753628874063,3,HDA,3,HDA,1,D
2025-11-07,2025,F1,Paris FC,Rennes,2,0.3997446358356097,0.2656742474034877,0.3345811167609026,3,HDA,3,HDA,2,DA,0.42105263157894735,0.26315789473684215,0.31578947368421056,3,HDA,3,HDA,2,DA
2025-11-08,2025,F1,Le Havre,Nantes,1,0.4811896836403107,0.2936732383467782,0.22513707801291113,3,HDA,3,HDA,2,HD,0.4963871326339193,0.28579865212255956,0.21781421524352115,3,HDA,2,HD,2,HD
2025-11-08,2025,F1,Marseille,Brest,0,0.6429806851896541,0.21774433228754503,0.13927498252280082,2,HD,2,HD,1,H,0.6272727272727273,0.2090909090909091,0.1636363636363636,2,HD,1,H,1,H
2025-11-08,2025,E0,West Ham,Burnley,0,0.5192412966150625,0.27706907438050543,0.20368962900443208,3,HDA,2,HD,2,HD,0.5088777796931563,0.2615066367867609,0.2296155835200828,3,HDA,2,HD,2,HD
2025-11-08,2025,E0,Sunderland,Arsenal,1,0.15976839900534454,0.12264450365354485,0.7175870973411106,1,A,1,A,1,A,0.12593768556782242,0.21813686876643593,0.6559254456657417,2,DA,1,A,1,A
2025-11-08,2025,E0,Chelsea,Wolves,0,0.6969599671888353,0.189948736206079,0.1130912966050856,2,HD,2,HD,1,H,0.6934812760055479,0.18862690707350904,0.11789181692094312,1,H,1,H,1,H
2025-11-08,2025,SP1,Girona,Alaves,0,0.4038541913032532,0.27477332949638367,0.32137247920036316,3,HDA,3,HDA,2,DA,0.4505119453924915,0.28668941979522183,0.26279863481228666,3,HDA,3,HDA,2,HD
2025-11-08,2025,SP1,Ath Madrid,Levante,0,0.7534448189081556,0.14409463644380258,0.10246054464804175,1,H,1,H,1,H,0.7780921584478578,0.135610347615198,0.0862974939369442,1,H,1,H,1,H
2025-11-08,2025,F1,Monaco,Lens,2,0.42138039597156024,0.26859335712154847,0.3100262469068913,3,HDA,3,HDA,2,DA,0.475951184493898,0.2440775305096913,0.2799712849964106,3,HDA,3,HDA,2,HD
2025-11-08,2025,SP1,Sevilla,Osasuna,0,0.397704195907837,0.32269088395508777,0.27960492013707516,3,HDA,3,HDA,1,D,0.4069255600117382,0.2988359581336203,0.2942384818546415,3,HDA,3,HDA,2,DA
2025-11-08,2025,E0,Everton,Fulham,0,0.39751654863357544,0.27899259328842163,0.32349085807800293,3,HDA,3,HDA,2,DA,0.41395531164249316,0.28851430811446493,0.29753038024304196,3,HDA,3,HDA,2,DA
